question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
What types of employee-related records should employers maintain according to the text?,"Employers should maintain several types of records including: the fair market value of in-kind wages, names/addresses/SSNs/occupations of employees, employee copies of Forms W-2 and W-2c returned as undeliverable, dates of employment, periods employees were paid while absent due to sickness or injury, copies of income tax withholding certificates (Forms W-4, W-4P, W-4R, W-4S, and W-4V), tax deposit information, copies of filed returns, records of fringe benefits and expense reimbursements, and documentation for any claimed credits.",,,,,,,,,,,,
How long should records related to qualified sick leave wages and the employee retention credit be kept?,"Records related to qualified sick leave wages and qualified family leave wages for leave taken after March 31, 2021, and before October 1, 2021, as well as records related to qualified wages for the employee retention credit paid after June 30, 2021, should be kept for at least 6 years.",,,,,,,,,,,,
What tax deposit information must employers maintain in their records?,"Employers must maintain records of the dates and amounts of tax deposits they made, as well as acknowledgment numbers for deposits made through the Electronic Federal Tax Payment System (EFTPS). They should also keep copies of returns filed and confirmation numbers.",,,,,,,,,,,,
What documentation should employers maintain regarding social security tax deferrals from 2020?,Employers should maintain documentation to substantiate the amount of any employer or employee share of social security tax that was deferred and paid for 2020.,,,,,,,,,,,,
What information must be kept on record if a crew leader furnished farmworkers?,"If a crew leader furnished farmworkers, employers must keep a record of the crew leader's name, permanent mailing address, and EIN (Employer Identification Number). If the crew leader has no permanent mailing address, the employer should record their present address.",,,,,,,,,,,,
How should a business notify the IRS of a change in business address or responsible party?,"A business should notify the IRS immediately of any change in business address or responsible party by completing and mailing Form 8822-B. For business name changes, the business should write to the IRS office where they file returns, using the address provided in the instructions for their employment tax return.",,,,,,,,,,,,
What determines the filing address for employment tax forms such as Form 940 or Form 941?,"The filing address for forms like Form 940, Form 941, Form 943, Form 944, Form 945, or Form CT-1 generally depends on the location of your residence or principal place of business and whether or not you're including a payment with your return. Tax-exempt organizations and government entities have separate filing addresses.",,,,,,,,,,,,
How can taxpayers use Private Delivery Services (PDSs) for tax return submissions?,"Taxpayers can use certain PDSs designated by the IRS to meet the ""timely mailing as timely filing"" rule for tax returns. The current list of approved PDSs can be found at IRS.gov/PDS, and these services can provide written proof of the mailing date.",,,,,,,,,,,,
Where can taxpayers find the correct IRS mailing address when using a Private Delivery Service?,"When using a PDS, taxpayers should go to IRS.gov/PDSstreetAddresses to find the appropriate IRS mailing address. They should select the mailing address listed on the webpage that is in the same state as the address to which they would mail filed returns.",,,,,,,,,,,,
What is the penalty for dishonored payments returned from a financial institution?,"The penalty is $25 or 2% of the payment, whichever is more. However, for dishonored payments of $24.99 or less, the penalty equals the payment amount itself. For example, a dishonored payment of $18 would receive a penalty of $18.",,,,,,,,,,,,
How can payroll professionals stay updated with IRS information and changes?,"The IRS offers a subscription-based email service for payroll professionals. Subscribers receive periodic updates that may include information about recent legislative changes affecting federal payroll reporting, IRS news releases, special announcements for the payroll industry, new employment tax procedures, and other information related to federal payroll tax returns. To subscribe, individuals can go to IRS.gov/Newsroom/E-News-Subscriptions.",,,,,,,,,,,,
What delivery restrictions apply when sending items to IRS P.O. box addresses?,"Private Delivery Services (PDSs) cannot deliver items to P.O. boxes. If you need to mail any item to an IRS P.O. box address, you must use the U.S. Postal Service.",,,,,,,,,,,,
What resources are available for people with disabilities who have employment tax questions?,"People with disabilities can call 800-829-4059 (TDD/TTY for persons who are deaf, hard of hearing, or have a speech disability) with employment tax questions. This number can also be used for assistance with unresolved tax problems.",,,,,,,,,,,,
"How can employers access tax forms, instructions, and publications from the IRS?","Employers can view, download, or print most forms, instructions, and publications at IRS.gov/Forms. If needed, they can also place an order to have materials mailed to them by going to IRS.gov/OrderForms. The text notes that online access is faster than ordering paper forms.",,,,,,,,,,,,
