question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
How should a business notify the IRS about a change in business name or address?,"For a business name change, businesses should write to the IRS office where they file their returns, using the address provided in the instructions for their employment tax return. For a business address or responsible party change, businesses should complete and mail Form 8822-B to notify the IRS.",,,,,,,,,,,,
What determines the filing address for employment tax forms such as Form 940 or Form 941?,"The filing address for forms like Form 940, Form 941, Form 943, Form 944, Form 945, or Form CT-1 generally depends on the location of your residence or principal place of business and whether or not you're including a payment with your return. Tax-exempt organizations and government entities have separate filing addresses.",,,,,,,,,,,,
How can taxpayers use Private Delivery Services (PDSs) for tax returns?,"Taxpayers can use certain PDSs designated by the IRS to meet the ""timely mailing as timely filing"" rule for tax returns. The current list of approved PDSs can be found at IRS.gov/PDS, and these services can provide written proof of the mailing date.",,,,,,,,,,,,
Where can taxpayers find the correct IRS mailing address when using a Private Delivery Service?,Taxpayers using a PDS can find the appropriate IRS mailing address by visiting IRS.gov/PDSstreetAddresses. They should select the mailing address listed on the webpage that is in the same state as the address to which they would mail returns filed.,,,,,,,,,,,,
What is the penalty for a dishonored payment to the IRS?,"The penalty for a dishonored payment is $25 or 2% of the payment, whichever is more. However, for dishonored payments of $24.99 or less, the penalty equals the payment amount itself. For example, a dishonored payment of $18 would be charged a penalty of $18.",,,,,,,,,,,,
How can payroll professionals stay updated with IRS information?,"The IRS offers a subscription-based email service for payroll professionals. Subscribers receive periodic updates that may include information about recent legislative changes affecting federal payroll reporting, IRS news releases, special announcements for the payroll industry, new employment tax procedures, and other information related to federal payroll tax returns. To subscribe, individuals can go to IRS.gov/Newsroom/E-News-Subscriptions.",,,,,,,,,,,,
Can private delivery services (PDSs) deliver items to IRS P.O. boxes?,"No, private delivery services (PDSs) cannot deliver items to P.O. boxes. The text specifically states that you must use the U.S. Postal Service to mail any item to an IRS P.O. box address.",,,,,,,,,,,,
What number can individuals with disabilities call for employment tax questions?,"Individuals with disabilities can call 800-829-4059 (TDD/TTY for persons who are deaf, hard of hearing, or have a speech disability) with any employment tax questions. This number can also be used for assistance with unresolved tax problems.",,,,,,,,,,,,
"Where can employers go online to view, download, or print tax forms?","Employers can view, download, or print most of the forms, instructions, and publications they may need at IRS.gov/Forms. If they prefer to have paper forms mailed to them, they can go to IRS.gov/OrderForms to place an order.",,,,,,,,,,,,
What website should agricultural employers visit for tax information?,Agricultural employers can go to IRS.gov/AgricultureTaxCenter for general tax information relevant to agricultural employers.,,,,,,,,,,,,
What electronic filing service does the SSA offer for Forms W-2 and W-3?,The SSA offers a free e-file service called Business Services Online (BSO) where employers can create Forms W-2 online and submit them to the SSA by typing wage information into fill-in fields. The system also automatically creates Form W-3 based on the Forms W-2 submitted.,,,,,,,,,,,,
What special instructions are provided for employers in Puerto Rico regarding electronic filing?,"Employers in Puerto Rico must visit Hacienda.pr.gov for additional information, as the SSA's Business Services Online is an independent program from the Government of Puerto Rico electronic filing system.",,,,,,,,,,,,
What organization is mentioned as partnering with the IRS regarding missing children?,The IRS is described as a proud partner with the National Center for Missing & Exploited Children® (NCMEC). The text mentions that photographs of missing children selected by the Center may appear in the publication on pages that would otherwise be blank.,,,,,,,,,,,,
What phone number should be called if someone recognizes a missing child?,1-800-THE-LOST (1-800-843-5678),,,,,,,,,,,,
"What happens to due dates that fall on Saturdays, Sundays, or legal holidays?","If any date for filing a return, furnishing a form, or depositing taxes falls on a Saturday, Sunday, or legal holiday, the due date is the next business day.",,,,,,,,,,,,
"What publication adjusts tax calendar dates for Saturdays, Sundays, and legal holidays?","Pub. 509, Tax Calendars (for use in 2025)",,,,,,,,,,,,
"When is a filing considered to meet the ""file"" or ""furnish"" requirement according to the text?","A filing meets the ""file"" or ""furnish"" requirement if the envelope containing the return or form is properly addressed, contains sufficient postage, and is postmarked by the U.S. Postal Service on or before the due date, or sent by an IRS-designated PDS on or before the due date.",,,,,,,,,,,,
